shape,z,posx,posy,scale,angle,thickness,energy,curveX,curveY,spread1,spread2,hue_bias,lightness_bias,texture
splatter,2663,19.54,18.46,35.0,15.11,9.55,0.49,12.98,37.4,130.66,68.99,-0.92,0.187,1.757
wave,2664,78.02,81.56,112.19,242.41,6.11,0.59,-36.39,-7.5,85.76,38.13,11.73,0.137,1.47
cloud,2665,85.52,67.43,112.39,325.66,8.27,0.702,-30.92,-17.61,104.01,40.05,9.73,0.147,1.624
stroke,2666,26.73,25.16,35.0,112.59,6.61,0.35,7.28,-21.4,220.74,47.32,3.98,0.099,1.264
blob,2667,81.21,76.61,72.73,89.91,8.61,0.35,14.21,-7.0,142.91,96.69,-9.48,0.24,1.454
splatter,2668,83.55,48.8,38.83,325.33,12.84,0.725,52.35,1.36,135.08,37.68,62.2,-0.267,3.204
blob,2669,15.74,21.46,81.07,168.74,11.38,0.769,-30.56,-16.26,184.89,161.04,21.59,0.135,1.462
spiral,2670,68.43,75.15,133.39,60.77,11.51,0.813,4.65,-52.34,294.51,80.51,-98.96,-0.138,0.958
stroke,2671,25.83,10.94,35.0,306.38,6.96,0.609,40.19,60.15,106.83,77.12,70.71,-0.069,1.467
spiral,2672,32.65,24.9,95.55,356.42,4.65,0.78,-7.06,-50.28,195.55,66.82,-1.29,0.281,3.9
stroke,2673,18.35,17.23,170.91,25.41,9.43,0.846,-39.5,19.88,114.11,63.88,11.92,0.111,1.175
wave,2674,70.68,62.34,35.38,238.05,9.02,0.924,16.44,2.46,195.11,94.1,47.73,-0.098,1.133
spiral,2675,35.73,25.33,69.07,357.21,8.71,0.98,-14.08,-4.59,123.29,108.46,-31.45,-0.012,2.111
splatter,2676,22.22,35.96,97.11,72.8,9.99,0.67,-40.22,-6.37,128.8,87.48,79.04,0.219,1.521
splatter,2677,85.29,71.76,133.16,156.52,9.46,0.689,61.94,-12.59,131.68,75.41,106.75,0.035,1.664
stroke,2678,84.41,69.34,93.21,341.81,5.96,0.868,-22.27,11.03,84.91,25.0,74.13,-0.316,3.903
wave,2679,77.67,66.65,175.4,112.52,3.47,0.352,14.73,-13.28,60.0,69.01,28.51,0.013,5.5
splatter,2680,22.34,32.43,72.2,332.84,7.54,0.513,-36.3,69.92,190.28,153.67,120.0,-0.321,0.799
spiral,2681,81.6,65.36,208.93,120.96,6.87,0.889,33.02,2.23,149.99,48.79,55.08,0.298,0.615
splatter,2682,34.79,30.84,116.99,204.3,9.64,0.756,-8.08,14.65,139.99,70.01,49.57,0.07,1.311
spiral,2683,26.67,31.83,87.37,271.84,9.48,0.631,-14.86,-15.06,141.95,95.93,75.35,0.011,1.144
splatter,2684,98.58,67.62,92.29,165.89,9.31,0.861,-6.05,-10.15,153.77,151.4,60.38,-0.292,1.771
stroke,2685,74.31,61.14,166.79,243.54,6.11,0.703,-4.62,5.88,184.61,72.05,-1.66,0.326,2.121
stroke,2686,19.19,29.19,91.37,48.96,6.46,0.35,-35.87,-15.11,199.17,98.09,19.82,0.366,2.27
stroke,2687,21.31,27.82,38.54,125.38,9.56,0.536,30.25,-21.38,131.94,69.32,69.55,0.205,0.5
cloud,2688,17.06,30.41,83.3,154.64,2.78,0.784,-5.38,11.92,75.42,63.58,14.92,-0.173,1.39
cloud,2689,11.17,17.1,44.67,328.43,10.48,0.545,-8.36,29.96,141.5,40.64,70.38,-0.118,1.457
splatter,2690,73.23,70.18,58.17,145.27,5.7,0.413,61.15,-31.3,207.55,120.8,-25.62,-0.07,1.909
wave,2691,75.76,76.76,79.61,194.18,5.61,0.798,-82.31,1.09,111.79,130.19,-7.37,-0.0,0.665
spiral,2692,86.79,73.77,126.5,299.82,7.52,0.846,-2.44,-26.25,92.8,79.44,-8.39,-0.069,2.914
blob,2693,74.56,75.92,65.78,84.76,8.75,0.819,-33.85,-19.32,233.91,151.21,-57.92,-0.15,5.5
spiral,2694,12.67,22.12,62.37,314.76,7.39,0.933,19.05,28.65,241.54,96.64,-53.94,-0.017,0.786
stroke,2695,22.94,32.28,108.87,187.56,13.53,0.747,-5.34,-3.65,151.86,48.04,31.68,0.043,2.045
cloud,2696,15.56,13.6,35.0,44.8,9.36,0.683,-4.32,2.79,171.46,142.27,55.52,0.45,2.043
spiral,2697,83.02,80.5,37.0,282.31,2.0,0.35,-21.44,-49.91,156.05,99.02,-14.79,0.014,0.933
wave,2698,18.85,30.24,40.84,125.46,4.89,0.634,41.72,-71.68,194.81,67.7,-7.49,0.45,1.18
blob,2699,75.24,68.58,80.5,315.58,5.63,0.7,-2.09,17.13,168.82,96.72,72.28,-0.208,0.989
stroke,2700,28.95,18.16,128.51,346.69,5.28,0.416,9.4,1.45,206.25,120.38,-52.06,0.184,2.363
cloud,2701,68.83,69.76,94.5,254.83,5.87,0.35,-27.56,14.73,77.76,133.43,-13.26,0.327,0.587
spiral,2702,77.38,71.0,212.76,139.52,11.16,0.581,-21.4,50.32,192.58,74.05,23.69,0.262,1.38
stroke,2703,74.66,72.13,35.0,283.08,10.11,0.616,14.07,-27.95,132.23,109.52,92.89,-0.113,0.919
stroke,2704,37.12,31.11,65.01,42.57,8.62,0.78,21.78,23.05,77.7,120.27,17.23,0.255,0.576
splatter,2705,82.75,64.85,67.54,283.93,5.36,0.532,15.25,1.2,188.92,94.44,53.04,0.443,2.42
spiral,2706,72.65,75.12,91.22,73.49,8.62,0.632,-9.94,6.61,194.01,128.29,-54.98,-0.067,1.073
wave,2707,5.7,19.53,111.21,84.11,7.89,0.875,39.6,25.47,271.2,121.8,-41.06,-0.089,1.759
wave,2708,84.14,64.78,115.19,217.48,5.7,0.532,-6.36,-16.84,138.14,69.89,4.33,0.189,1.296
wave,2709,83.33,66.79,87.22,66.4,7.74,0.663,26.16,37.48,198.99,71.49,47.38,0.177,0.848
stroke,2710,27.32,11.45,55.28,97.41,7.89,0.505,-2.36,-32.91,156.63,75.82,-45.43,0.201,1.397
splatter,2711,39.95,40.02,158.46,2.33,6.43,0.776,-23.49,-13.46,114.14,43.33,44.09,0.45,1.069
spiral,2712,73.64,58.57,53.96,62.41,5.48,0.756,26.84,16.68,174.38,113.5,-19.6,0.204,1.082
blob,2713,7.48,14.52,86.49,179.9,8.88,0.642,-21.7,7.49,198.7,129.75,49.97,0.16,1.839
spiral,2714,25.83,28.69,92.37,55.52,6.72,0.761,7.23,0.15,75.53,106.63,-12.74,-0.275,0.531
cloud,2715,27.28,28.37,46.95,307.76,3.95,0.874,22.76,-0.26,166.66,86.51,6.11,-0.071,3.746
blob,2716,100.0,73.16,126.36,82.52,11.51,0.785,-5.62,16.03,136.37,98.89,-22.88,0.313,2.351
wave,2717,85.3,72.05,117.42,209.09,8.07,0.403,36.46,23.24,195.76,134.46,68.01,-0.275,2.141
splatter,2718,24.78,20.16,141.04,88.88,9.14,0.669,3.48,-20.37,206.14,151.17,-54.22,0.22,0.925
wave,2719,87.34,58.16,49.39,246.61,5.83,0.595,-8.75,-7.88,179.67,169.05,23.73,-0.155,2.513
stroke,2720,75.2,50.24,166.97,37.92,11.22,0.393,48.46,-67.66,79.28,123.45,120.0,0.174,0.912
cloud,2721,17.72,33.87,89.32,85.72,2.26,0.756,33.78,-32.47,118.64,134.87,33.24,0.114,0.821
splatter,2722,74.4,68.13,181.61,338.08,8.07,0.756,5.77,-14.0,194.87,107.38,8.46,0.116,1.476
stroke,2723,87.63,62.44,70.56,52.87,3.86,0.743,-13.47,31.42,137.85,29.67,-98.87,0.159,1.587
stroke,2724,22.82,16.56,105.55,284.35,12.94,0.47,10.05,36.66,179.54,116.11,35.4,-0.45,3.69
spiral,2725,32.64,14.64,62.86,317.73,6.16,0.757,24.46,-10.3,159.57,105.53,-8.71,-0.004,1.59
blob,2726,86.97,68.31,49.07,197.62,9.73,0.763,22.51,-0.64,146.0,79.12,-12.49,-0.425,2.483
stroke,2727,87.41,48.31,58.3,86.36,10.53,0.762,-32.67,13.78,119.16,116.36,-8.89,0.239,0.79
spiral,2728,35.73,23.72,142.37,324.05,10.89,0.777,-19.41,10.34,60.0,63.62,77.03,0.322,1.35
blob,2729,26.45,22.12,118.39,342.02,4.76,0.78,19.14,-37.2,154.78,61.45,107.77,-0.348,3.12
blob,2730,75.64,81.21,59.26,34.35,7.55,0.708,66.95,18.16,101.02,115.07,46.86,0.091,1.668
stroke,2731,86.4,64.53,54.93,77.16,10.71,0.648,-26.63,-11.81,95.09,72.88,-67.3,-0.309,2.047
spiral,2732,68.9,73.88,126.27,60.04,6.81,0.862,0.38,6.86,98.9,108.21,32.27,0.142,1.79
wave,2733,15.98,41.49,35.0,175.39,5.04,0.748,13.49,-31.58,180.61,106.4,25.68,-0.153,0.85
cloud,2734,72.66,70.77,169.39,358.27,8.75,0.776,-35.44,-23.43,126.65,101.72,-70.4,-0.069,1.885
wave,2735,17.61,30.68,103.9,118.67,7.12,0.906,31.3,-3.89,194.19,115.98,-23.83,0.045,2.114
splatter,2736,78.46,76.2,57.32,30.87,5.84,0.642,-40.55,48.34,230.57,135.98,-5.04,0.45,0.6
stroke,2737,21.15,28.5,110.13,94.67,7.57,0.594,7.87,-40.2,122.58,91.49,101.86,0.178,4.116
wave,2738,35.7,38.6,60.3,348.88,7.19,0.886,-3.49,-19.13,266.88,100.66,-47.02,0.257,2.331
stroke,2739,17.03,44.36,156.77,11.14,10.48,0.35,-9.41,58.85,164.61,73.82,18.58,-0.048,0.821
blob,2740,23.83,24.45,93.62,277.76,7.21,0.67,26.1,21.98,174.65,124.83,-1.9,0.039,1.381
spiral,2741,74.9,63.45,83.6,45.7,9.53,0.835,17.56,24.23,113.23,86.61,5.9,0.318,1.648
wave,2742,16.4,6.9,73.06,301.61,5.27,0.7,17.9,69.24,72.69,133.31,-58.61,-0.157,0.531
cloud,2743,18.72,16.73,42.8,90.79,9.59,0.878,31.8,-41.78,98.5,103.31,59.88,0.038,1.645
wave,2744,29.89,37.33,98.19,155.4,4.74,0.871,28.2,9.08,165.16,111.96,45.61,-0.143,1.352
spiral,2745,76.43,82.08,89.22,327.55,9.37,0.784,18.34,-51.95,133.42,133.39,58.28,0.175,1.216
stroke,2746,15.14,30.25,49.66,320.07,14.53,0.478,-35.77,-10.07,193.47,109.12,11.17,0.089,1.644
cloud,2747,78.36,67.39,62.6,257.56,7.47,0.486,-5.36,46.99,155.09,202.87,-3.42,0.083,4.051
blob,2748,25.92,18.1,67.95,20.53,7.91,0.35,9.57,28.99,147.75,78.36,-25.02,0.125,1.342
wave,2749,79.47,62.45,66.8,42.81,8.01,0.488,2.55,14.32,185.24,59.49,9.75,0.077,1.402
cloud,2750,29.09,44.89,53.0,127.21,5.83,0.83,29.14,22.83,107.53,101.88,-31.23,0.08,3.625
wave,2751,15.35,39.74,112.87,66.91,10.1,0.845,-28.42,25.49,135.67,114.23,-0.55,-0.181,2.683
blob,2752,69.46,80.53,89.33,283.91,7.55,0.846,-13.12,3.05,146.38,136.13,32.65,-0.436,2.689
splatter,2753,81.63,69.47,69.69,3.85,5.34,0.88,-2.36,5.74,153.35,61.17,37.94,-0.061,2.706
stroke,2754,62.76,63.64,47.28,223.88,10.49,0.846,11.64,19.55,110.39,137.53,-1.19,0.128,1.187
splatter,2755,84.37,67.75,77.49,276.19,7.31,0.642,-2.05,-33.8,60.74,184.57,-68.23,-0.154,2.675
splatter,2756,62.69,62.77,131.04,143.33,5.11,0.584,15.3,20.35,114.01,48.07,31.23,0.444,4.147
stroke,2757,16.37,36.76,97.14,149.05,6.1,0.665,-50.68,-14.38,165.73,25.0,-29.44,-0.45,1.376
splatter,2758,74.32,71.83,125.76,125.66,7.83,0.784,9.13,-15.51,122.41,71.32,120.0,0.185,0.791
wave,2759,83.9,60.49,61.68,295.14,7.28,0.696,-9.83,3.6,196.21,135.31,65.62,0.079,0.5
stroke,2760,78.28,68.98,60.76,38.53,8.61,0.781,-27.36,31.48,144.49,56.37,62.81,0.071,2.257
splatter,2761,66.48,84.37,57.57,192.36,8.48,0.554,-18.76,1.32,102.33,110.19,-44.75,0.393,2.473
wave,2762,77.8,55.7,86.72,328.07,2.23,0.946,-23.92,-4.12,111.45,153.33,30.34,0.188,1.737
splatter,2763,74.74,73.32,153.14,280.37,8.09,0.687,-3.49,-6.79,123.25,91.21,61.71,-0.275,0.5
splatter,2764,69.12,85.02,82.84,5.44,11.29,0.895,-35.97,17.45,199.89,99.52,74.3,0.314,1.259
splatter,2765,89.35,73.79,75.47,103.24,4.48,0.35,2.65,27.52,183.31,197.6,7.16,0.288,0.587
splatter,2766,13.23,33.83,89.47,229.92,13.02,0.67,-24.76,48.19,128.11,207.08,31.69,0.038,1.783
blob,2767,19.14,35.39,90.02,330.88,10.93,0.541,20.55,-36.5,157.83,74.34,24.09,0.008,1.225
spiral,2768,82.25,65.72,141.93,307.18,13.28,0.691,13.41,-24.51,108.55,63.6,16.53,-0.204,2.882
blob,2769,13.81,16.56,68.62,138.59,6.29,0.894,40.96,25.07,168.6,169.94,21.16,0.373,1.088
spiral,2770,29.35,24.62,174.79,193.51,5.51,0.98,23.62,-74.05,160.09,45.53,-1.21,0.304,1.877
splatter,2771,87.36,72.57,78.25,48.62,7.79,0.877,34.0,9.15,192.14,134.7,12.26,-0.141,2.381
splatter,2772,93.78,59.47,110.53,149.74,12.06,0.611,13.2,-20.14,180.25,143.04,53.1,0.346,1.698
spiral,2773,22.31,28.13,79.33,317.0,13.2,0.732,3.59,16.13,64.67,146.97,-8.46,0.231,1.089
stroke,2774,24.44,43.1,92.32,344.19,4.49,0.772,-0.07,36.28,122.32,87.77,57.88,0.414,1.399
spiral,2775,34.62,26.35,181.32,4.58,8.92,0.971,11.71,38.87,91.19,60.86,-15.01,0.247,0.836
splatter,2776,18.6,13.4,42.45,205.44,5.22,0.444,-13.27,-5.4,154.76,99.91,-101.78,0.101,3.711
cloud,2777,69.45,69.06,114.86,162.98,8.87,0.518,-46.59,27.09,243.8,94.16,-60.58,0.409,0.5
cloud,2778,83.07,65.71,131.75,32.27,3.79,0.581,-1.23,-5.4,232.17,99.25,84.4,0.059,0.625
spiral,2779,74.31,75.97,82.15,119.29,7.61,0.631,18.01,31.08,129.15,73.41,87.87,-0.186,1.607
wave,2780,73.12,73.19,120.9,226.1,8.29,0.897,-63.57,25.45,178.98,136.82,93.89,-0.014,2.774
spiral,2781,16.37,46.86,220.0,222.2,7.66,0.927,-35.02,7.85,133.23,25.0,96.14,-0.014,3.475
stroke,2782,28.85,25.26,132.15,200.0,12.41,0.729,-28.04,4.59,200.4,101.49,-14.17,-0.054,0.76
blob,2783,69.51,71.98,85.73,227.46,3.81,0.947,-14.15,-19.74,221.84,57.85,33.6,-0.093,1.403
splatter,2784,19.3,37.57,88.51,159.89,9.91,0.745,-14.22,-53.32,132.15,124.12,53.77,-0.22,2.357
wave,2785,85.98,61.07,65.69,335.27,11.42,0.636,33.38,-42.75,100.71,71.3,21.6,-0.075,1.262
stroke,2786,72.79,78.0,39.39,308.01,9.88,0.423,1.35,-14.64,197.23,115.06,-48.74,-0.03,2.499
stroke,2787,83.22,79.47,71.87,315.85,9.33,0.37,6.9,-52.83,155.78,115.34,16.59,-0.315,0.879
cloud,2788,26.57,22.41,90.25,253.24,6.43,0.446,-41.52,1.38,220.47,77.68,44.11,-0.02,1.108
spiral,2789,69.97,79.31,187.26,269.98,7.66,0.905,-6.78,2.97,111.75,90.17,115.09,0.22,3.358
cloud,2790,66.34,66.2,166.2,291.94,8.86,0.572,-39.46,-4.7,203.03,49.95,47.28,-0.074,1.684
cloud,2791,25.8,27.18,58.66,41.1,9.85,0.35,-18.21,-32.14,214.32,102.27,-40.34,0.088,4.289
blob,2792,70.16,71.75,43.29,83.05,10.87,0.617,-22.58,54.58,96.52,83.73,87.76,0.183,2.157
spiral,2793,62.05,73.54,83.32,305.51,10.71,0.945,26.34,-1.55,242.17,135.36,-25.51,0.193,0.694
blob,2794,26.01,26.32,91.16,10.29,5.0,0.371,0.92,-17.48,144.71,109.6,83.33,0.025,1.364
stroke,2795,81.15,77.78,60.34,134.22,9.31,0.35,-13.76,37.0,134.77,166.17,-63.79,-0.011,0.5
wave,2796,78.75,64.61,116.21,299.95,6.19,0.423,3.71,25.69,260.71,81.59,-51.71,-0.024,1.92
stroke,2797,9.65,29.54,51.04,332.9,6.26,0.587,-10.69,-25.18,152.39,121.05,67.34,-0.284,2.508
wave,2798,27.69,33.33,92.25,97.99,5.86,0.607,-19.99,-72.19,170.77,105.09,-9.6,-0.155,2.374
stroke,2799,83.0,56.81,76.92,136.66,6.76,0.693,-4.47,10.95,60.0,126.35,71.16,0.444,1.021
stroke,2800,32.2,22.8,139.23,47.5,8.51,0.662,-25.89,19.87,176.6,64.61,64.84,0.163,1.342
cloud,2801,86.6,63.25,73.57,19.93,7.09,0.372,6.99,37.54,113.19,122.72,0.09,-0.122,2.714
stroke,2802,16.04,5.57,113.56,133.15,10.24,0.441,4.95,35.53,84.27,83.4,37.82,-0.231,1.966
cloud,2803,67.77,68.28,51.66,125.14,6.84,0.723,8.09,-25.28,89.24,46.47,117.84,0.176,0.924
splatter,2804,77.72,78.22,76.39,303.52,7.23,0.933,-20.56,10.38,303.29,25.0,50.08,0.003,2.218
stroke,2805,18.84,37.21,100.02,87.26,8.56,0.56,42.9,-8.24,219.32,119.28,58.37,-0.232,1.233
stroke,2806,56.77,76.87,137.36,298.42,8.88,0.726,-32.76,-49.3,174.1,89.77,120.0,-0.051,1.158
splatter,2807,7.07,26.49,126.5,112.6,10.03,0.831,-53.99,4.01,60.0,68.3,106.88,0.175,0.967
spiral,2808,9.34,46.03,96.73,198.05,10.36,0.689,-4.98,-25.47,175.12,86.09,20.47,-0.011,1.866
blob,2809,59.29,79.8,51.34,280.95,5.88,0.78,2.37,-37.92,137.04,95.78,52.9,0.041,2.27
spiral,2810,22.96,19.9,76.01,16.58,9.14,0.35,-34.86,58.15,182.25,144.08,-31.66,-0.175,0.776
spiral,2811,15.91,31.61,70.44,286.82,7.83,0.582,8.45,-3.61,151.23,25.0,28.59,0.003,1.589
splatter,2812,28.33,24.72,67.43,138.92,5.14,0.746,26.15,-11.08,134.43,90.0,84.73,0.095,3.056
wave,2813,19.35,20.59,38.36,28.03,5.51,0.92,17.85,12.01,150.5,53.94,-49.64,0.12,0.691
wave,2814,13.04,37.81,86.61,338.82,14.48,0.559,49.68,34.27,177.14,163.42,4.17,-0.328,0.804
cloud,2815,20.01,34.98,67.78,64.51,4.67,0.882,-30.28,-36.94,204.93,107.71,-58.23,0.215,2.071
spiral,2816,14.15,36.76,63.26,58.28,4.84,0.35,3.17,-32.63,128.81,141.3,120.0,-0.022,1.016
splatter,2817,28.77,30.11,141.6,25.37,9.92,0.658,-12.63,12.32,179.87,116.94,77.66,0.001,4.464
stroke,2818,17.0,25.46,166.46,123.19,10.52,0.68,18.9,9.89,153.13,25.0,52.17,0.221,2.059
splatter,2819,87.18,85.82,119.35,138.22,8.49,0.35,11.01,8.28,217.45,146.26,61.55,0.149,1.524
blob,2820,92.82,66.18,73.03,109.23,5.85,0.707,5.95,4.44,157.63,54.99,-27.66,-0.274,1.128
splatter,2821,72.9,64.21,42.19,351.11,10.63,0.978,40.5,0.8,172.43,47.78,-36.64,0.356,1.345
stroke,2822,29.02,13.92,35.0,212.92,7.11,0.35,-54.61,34.78,164.46,143.68,120.0,-0.056,0.729
stroke,2823,1.86,21.96,71.64,289.8,10.5,0.749,-6.92,-34.57,206.33,71.35,-21.72,0.226,2.299
wave,2824,83.6,61.72,81.27,111.08,8.4,0.455,35.79,-32.86,219.81,91.09,112.15,0.054,1.109
spiral,2825,21.48,39.59,103.68,35.07,5.14,0.771,14.73,14.33,158.83,47.57,27.02,-0.065,1.323
stroke,2826,11.34,27.78,190.74,344.66,8.46,0.449,38.86,-32.52,259.12,119.38,11.1,0.018,2.847
splatter,2827,75.43,95.45,83.58,53.51,10.85,0.825,17.99,-44.77,193.35,144.7,-61.66,0.005,1.134
spiral,2828,69.6,76.17,53.87,9.1,4.58,0.731,-6.26,-50.21,190.46,136.86,55.74,-0.242,0.995
blob,2829,18.02,27.56,105.54,307.47,4.04,0.906,-12.37,56.85,68.16,147.82,-3.92,-0.003,0.609
cloud,2830,5.82,13.13,57.4,144.44,3.59,0.9,10.56,-20.81,177.78,108.87,48.46,-0.285,2.797
stroke,2831,24.18,25.23,73.44,16.15,3.54,0.598,20.15,13.18,60.0,77.33,120.0,0.045,2.74
wave,2832,20.21,28.44,44.37,269.76,3.55,0.773,10.17,-35.73,141.28,99.38,61.0,-0.084,1.139
splatter,2833,18.64,33.18,130.3,330.82,3.5,0.721,16.2,37.65,140.57,101.06,76.31,0.149,1.573
wave,2834,69.14,66.07,159.99,286.38,7.18,0.424,-23.52,32.86,232.79,60.61,-18.87,0.007,0.651
wave,2835,21.98,35.45,59.16,101.16,9.61,0.463,5.46,7.66,114.93,59.01,2.95,-0.081,0.831
splatter,2836,76.84,72.71,115.93,53.05,6.79,0.922,50.01,32.3,205.61,29.07,118.67,0.11,1.109
splatter,2837,30.82,38.69,57.1,313.34,5.79,0.782,-35.39,-18.63,88.84,132.33,1.59,0.412,1.514
spiral,2838,70.08,68.76,120.28,113.46,7.23,0.855,7.29,-9.32,190.08,120.12,47.81,0.132,1.23
cloud,2839,76.88,63.05,97.08,326.18,9.14,0.533,-0.06,-1.21,75.26,32.24,120.0,0.144,2.481
wave,2840,9.68,34.18,77.55,90.23,7.46,0.643,26.45,-41.55,207.18,81.93,29.59,0.115,1.112
splatter,2841,29.86,31.55,100.12,291.75,6.35,0.532,-13.48,50.02,126.66,25.0,50.43,-0.157,2.933
wave,2842,84.93,54.37,65.59,143.58,7.41,0.35,15.56,33.06,138.56,94.51,68.94,0.047,1.896
wave,2843,20.24,25.04,79.31,35.89,6.18,0.763,-0.41,-17.61,103.04,119.22,54.6,-0.123,1.198
splatter,2844,73.89,73.18,77.27,140.89,12.27,0.588,-46.4,-14.09,290.37,145.45,-57.94,0.11,1.507
stroke,2845,11.12,35.2,81.28,160.95,6.11,0.895,40.0,10.06,128.66,32.58,30.84,-0.042,1.523
cloud,2846,84.69,65.74,94.5,116.0,3.09,0.535,9.51,-52.82,191.35,67.9,-1.87,0.389,1.918
stroke,2847,81.42,74.69,41.74,56.15,5.45,0.35,14.26,-7.68,200.59,55.97,49.09,0.313,0.923
spiral,2848,34.7,32.53,49.38,141.44,8.64,0.707,-39.26,16.53,196.33,130.57,-14.62,-0.132,1.227
splatter,2849,23.73,32.67,77.27,227.13,6.09,0.35,21.27,74.35,210.35,96.12,75.89,-0.371,2.112
cloud,2850,35.71,37.66,103.64,216.16,6.31,0.53,14.24,-13.52,210.28,116.78,120.0,-0.022,0.946
stroke,2851,23.95,30.4,126.85,113.49,4.15,0.874,-7.46,31.38,228.2,193.7,13.0,-0.042,0.67
stroke,2852,68.29,67.3,143.73,19.4,10.08,0.802,0.28,28.02,154.73,117.32,-4.39,-0.224,1.663
wave,2853,21.1,28.21,36.9,125.75,7.0,0.553,7.49,5.4,67.31,103.16,68.4,0.148,1.098
spiral,2854,78.12,75.42,193.12,314.49,9.12,0.578,49.27,40.16,214.93,125.91,7.67,-0.237,2.077
splatter,2855,89.31,68.69,79.47,112.48,5.29,0.821,-33.25,-16.03,239.79,94.44,36.94,-0.121,1.623
stroke,2856,68.83,67.7,102.72,356.76,5.25,0.35,-13.6,28.95,124.92,128.12,5.32,0.185,0.5
splatter,2857,67.79,86.28,142.1,283.6,8.08,0.566,5.19,-0.56,177.42,123.0,13.74,-0.363,1.97
cloud,2858,19.83,19.01,79.64,349.04,6.51,0.481,41.94,-5.79,213.71,142.78,-30.5,-0.005,1.538
blob,2859,28.91,31.99,180.84,7.05,3.89,0.895,10.27,8.65,162.34,128.21,68.5,0.189,1.606
spiral,2860,73.14,92.77,89.01,135.34,3.65,0.35,7.58,-15.65,132.51,86.91,46.8,-0.37,1.58
cloud,2861,34.31,37.86,131.93,270.88,3.77,0.584,-27.81,-9.49,60.0,110.53,120.0,0.002,5.258
stroke,2862,78.73,65.28,122.79,239.32,12.41,0.771,16.92,-0.8,123.94,65.56,14.68,0.45,0.719
blob,2863,20.72,37.82,40.71,199.08,7.41,0.418,43.32,-7.65,133.33,136.28,48.99,-0.028,1.203
splatter,2864,61.99,69.7,61.14,298.97,8.49,0.424,-56.63,-21.72,88.65,30.74,82.57,0.45,0.864
splatter,2865,19.26,26.9,72.18,98.07,10.61,0.632,21.4,-12.39,94.15,84.44,-26.3,-0.163,1.058
stroke,2866,77.57,85.41,97.6,29.1,5.36,0.654,-61.25,33.0,121.21,99.95,34.42,-0.04,1.078
splatter,2867,19.79,32.57,93.48,174.44,9.75,0.38,8.3,36.51,176.23,71.54,37.78,0.094,4.336
blob,2868,15.47,31.84,104.68,56.38,6.91,0.949,-31.37,7.86,267.84,114.2,8.4,0.004,1.076
wave,2869,61.34,69.01,149.97,313.74,11.21,0.352,46.04,58.59,194.25,120.03,50.97,0.295,0.5
cloud,2870,87.71,75.64,63.07,217.28,10.53,0.638,1.93,30.29,137.3,103.48,2.02,0.156,1.039
stroke,2871,83.86,87.2,131.15,312.3,11.25,0.82,-2.09,-49.45,161.96,25.63,21.84,-0.113,1.315
stroke,2872,23.53,31.61,95.92,50.12,7.77,0.772,-54.65,31.34,172.46,75.85,17.41,0.316,0.83
stroke,2873,96.71,68.03,204.25,162.92,11.24,0.533,3.0,44.91,68.0,171.69,80.75,0.047,2.022
blob,2874,86.57,71.75,99.86,347.29,7.82,0.539,35.91,31.08,202.56,52.3,-9.2,0.209,2.465
cloud,2875,10.58,44.55,134.6,103.31,8.66,0.715,88.36,-0.76,60.0,115.76,-41.87,0.071,2.457
splatter,2876,77.69,64.83,95.75,194.99,8.46,0.918,5.15,-2.19,125.17,123.69,64.48,0.427,1.264
stroke,2877,26.04,15.43,61.72,255.67,6.77,0.877,51.44,-17.05,182.47,61.99,-48.72,0.252,0.697
wave,2878,73.28,63.32,81.46,277.3,3.98,0.879,46.48,-9.79,152.32,122.16,47.22,0.311,1.248
spiral,2879,87.34,79.61,37.3,278.01,9.92,0.57,9.5,-28.33,85.36,80.6,17.23,-0.067,1.403
stroke,2880,78.53,70.8,154.39,73.23,10.23,0.577,16.24,20.05,181.8,25.0,23.8,-0.099,0.5
wave,2881,12.18,26.99,93.69,52.49,6.21,0.701,-15.35,19.78,201.54,73.55,-24.91,0.091,1.093
splatter,2882,13.02,35.49,127.41,5.6,7.6,0.565,-30.15,-33.49,234.67,25.0,75.57,0.335,4.062
stroke,2883,84.29,63.22,143.59,304.89,8.18,0.856,26.76,-5.61,189.29,114.84,72.69,-0.023,1.228
cloud,2884,19.19,24.33,118.22,345.84,8.33,0.35,17.42,4.86,72.84,77.47,90.42,0.14,0.824
stroke,2885,31.51,15.18,111.06,102.62,8.05,0.454,16.39,10.86,164.42,108.86,30.05,0.278,3.257
stroke,2886,28.71,19.27,152.0,155.48,7.46,0.532,13.05,10.48,129.47,156.85,73.41,0.031,1.45
spiral,2887,32.3,8.18,82.92,131.35,6.53,0.701,-11.14,-9.75,188.84,25.0,1.95,-0.271,1.075
splatter,2888,22.69,32.38,151.36,246.04,7.66,0.655,-6.29,41.09,138.43,73.56,-53.88,-0.45,1.475
stroke,2889,25.73,23.8,182.35,44.75,8.66,0.424,3.63,0.44,187.01,70.55,59.47,0.304,2.469
blob,2890,17.69,28.34,49.27,277.78,6.11,0.591,-14.61,3.53,179.42,55.0,59.19,-0.087,1.701
blob,2891,34.12,31.29,41.7,323.34,7.34,0.584,33.07,-9.65,191.8,127.28,29.98,0.155,1.202
cloud,2892,24.11,27.24,127.49,227.54,6.14,0.77,-22.83,27.19,174.98,53.56,13.18,0.19,1.136
